game_id,season,home_team,away_team,home_choke
0021800912,2018-19,ATL,MIN,0.0
0021800813,2018-19,ATL,TOR,1.0
0021800683,2018-19,ATL,BOS,1.0
0021800522,2018-19,MIN,ATL,1.0
0021800243,2018-19,ATL,LAC,1.0
0021800052,2018-19,ATL,DAL,0.0
0021801211,2018-19,WAS,BOS,1.0
0021801087,2018-19,CHA,BOS,0.0
0021800829,2018-19,BOS,LAC,1.0
0021800814,2018-19,BOS,LAL,1.0
0021800531,2018-19,MEM,BOS,1.0
0021800164,2018-19,PHX,BOS,1.0
0021800065,2018-19,OKC,BOS,1.0
0021800924,2018-19,NYK,CLE,1.0
0021800256,2018-19,CLE,LAL,1.0
0021800956,2018-19,UTA,NOP,1.0
0021800941,2018-19,DEN,NOP,1.0
0021800874,2018-19,IND,NOP,0.0
0021800753,2018-19,HOU,NOP,1.0
0021800663,2018-19,GSW,NOP,0.0
0021800492,2018-19,SAC,NOP,0.0
0021800222,2018-19,NOP,NYK,0.0
0021801009,2018-19,CHI,LAL,1.0
0021800980,2018-19,CHI,DET,1.0
0021800723,2018-19,CHI,LAC,1.0
0021800433,2018-19,SAS,CHI,1.0
0021800394,2018-19,CHI,SAC,1.0
0021800223,2018-19,MIL,CHI,0.0
0021800120,2018-19,CHI,IND,1.0
0021801201,2018-19,MEM,DAL,1.0
0021801025,2018-19,DEN,DAL,0.0
0021800834,2018-19,DAL,POR,0.0
0021800661,2018-19,DAL,SAS,1.0
0021800596,2018-19,DAL,LAL,1.0
0021801228,2018-19,DEN,MIN,0.0
0021800747,2018-19,MEM,DEN,1.0
0021800564,2018-19,SAC,DEN,1.0
0021800245,2018-19,MIL,DEN,0.0
0021801132,2018-19,MIN,GSW,0.0
0021800938,2018-19,PHI,GSW,1.0
0021800923,2018-19,ORL,GSW,0.0
0021800565,2018-19,GSW,HOU,1.0
0021800300,2018-19,GSW,ORL,0.0
0021800024,2018-19,UTA,GSW,1.0
0021801218,2018-19,OKC,HOU,0.0
0021800925,2018-19,HOU,MIA,0.0
0021800911,2018-19,CHA,HOU,1.0
0021800872,2018-19,LAL,HOU,0.0
0021800832,2018-19,HOU,OKC,1.0
0021800737,2018-19,HOU,ORL,0.0
0021800686,2018-19,HOU,LAL,0.0
0021800659,2018-19,HOU,BKN,1.0
0021800348,2018-19,MIN,HOU,0.0
0021800118,2018-19,BKN,HOU,1.0
0021800796,2018-19,CHA,LAC,1.0
0021800775,2018-19,DET,LAC,1.0
0021800399,2018-19,PHX,LAC,1.0
0021800293,2018-19,POR,LAC,1.0
0021800249,2018-19,WAS,LAC,0.0
0021800224,2018-19,BKN,LAC,1.0
0021800934,2018-19,LAL,MIL,1.0
0021800514,2018-19,SAC,LAL,0.0
0021800375,2018-19,SAS,LAL,0.0
0021801109,2018-19,MIA,ORL,1.0
0021801029,2018-19,MIA,MIL,1.0
0021800824,2018-19,SAC,MIA,0.0
0021800506,2018-19,MIA,TOR,1.0
0021800943,2018-19,UTA,MIL,0.0
0021800854,2018-19,IND,MIL,1.0
0021800727,2018-19,MIL,CHA,0.0
0021800330,2018-19,NYK,MIL,0.0
0021800493,2018-19,OKC,MIN,1.0
0021800463,2018-19,MIN,DET,1.0
0021801063,2018-19,SAC,BKN,1.0
0021800673,2018-19,ORL,BKN,1.0
0021800358,2018-19,BKN,OKC,1.0
0021800308,2018-19,BKN,UTA,1.0
0021800289,2018-19,BKN,PHI,1.0
0021800908,2018-19,NYK,ORL,0.0
0021800665,2018-19,WAS,NYK,0.0
0021800421,2018-19,CHA,NYK,1.0
0021800291,2018-19,MEM,NYK,1.0
0021801080,2018-19,ORL,MEM,0.0
0021800614,2018-19,UTA,ORL,0.0
0021800202,2018-19,ORL,PHI,0.0
0021800154,2018-19,ORL,DET,1.0
0021801020,2018-19,IND,OKC,0.0
0021800459,2018-19,TOR,IND,0.0
0021800369,2018-19,DET,PHI,1.0
0021801144,2018-19,PHX,MEM,1.0
0021800604,2018-19,PHX,SAC,0.0
0021800136,2018-19,PHX,MEM,0.0
0021801230,2018-19,POR,SAC,0.0
0021800680,2018-19,DET,SAC,1.0
0021800477,2018-19,SAC,MEM,0.0
0021801083,2018-19,TOR,OKC,1.0
0021800951,2018-19,OKC,MEM,0.0
0021800111,2018-19,CHA,OKC,1.0
0021800303,2018-19,MEM,TOR,1.0
0021800206,2018-19,TOR,DET,1.0
0021800577,2018-19,DET,UTA,1.0
0021801210,2018-19,DET,MEM,0.0
0041800132,2018-19,BOS,IND,0.0
0041800237,2018-19,DEN,POR,1.0
0041800152,2018-19,DEN,SAS,0.0
0041800314,2018-19,POR,GSW,1.0
0041800313,2018-19,POR,GSW,1.0
0041800312,2018-19,GSW,POR,0.0
0041800142,2018-19,GSW,LAC,1.0
0041800306,2018-19,TOR,MIL,0.0
0041800305,2018-19,MIL,TOR,1.0
0041800165,2018-19,POR,OKC,0.0
0021701202,2017-18,BOS,ATL,1.0
0021701007,2017-18,ATL,OKC,1.0
0021700654,2017-18,ATL,NOP,0.0
0021701121,2017-18,UTA,BOS,1.0
0021701086,2017-18,POR,BOS,1.0
0021701017,2017-18,BOS,WAS,1.0
0021700784,2017-18,BOS,POR,0.0
0021700614,2017-18,PHI,BOS,1.0
0021700517,2017-18,BOS,HOU,0.0
0021700249,2017-18,DAL,BOS,1.0
0021700215,2017-18,BOS,GSW,0.0
0021700170,2017-18,BOS,CHA,0.0
0021700129,2017-18,OKC,BOS,1.0
0021701176,2017-18,CLE,WAS,0.0
0021701065,2017-18,CLE,TOR,0.0
0021700797,2017-18,ORL,CLE,0.0
0021700619,2017-18,IND,CLE,0.0
0021700220,2017-18,CLE,LAC,0.0
0021700193,2017-18,NYK,CLE,1.0
0021700920,2017-18,SAS,NOP,1.0
0021700893,2017-18,MIL,NOP,1.0
0021700733,2017-18,NOP,LAC,1.0
0021700692,2017-18,NOP,CHI,0.0
0021700635,2017-18,NYK,NOP,1.0
0021700427,2017-18,DEN,NOP,0.0
0021700392,2017-18,HOU,NOP,0.0
0021700373,2017-18,NOP,SAC,1.0
0021700346,2017-18,NOP,GSW,1.0
0021700325,2017-18,UTA,NOP,0.0
0021700150,2017-18,IND,NOP,1.0
0021700069,2017-18,SAC,NOP,1.0
0021700930,2017-18,CHI,DAL,0.0
0021700822,2017-18,CHI,MIN,0.0
0021700354,2017-18,IND,CHI,0.0
0021700252,2017-18,LAL,CHI,0.0
0021700627,2017-18,DAL,LAL,1.0
0021700448,2017-18,DAL,PHX,1.0
0021700435,2017-18,SAS,DAL,0.0
0021700260,2017-18,MEM,DAL,1.0
0021700224,2017-18,DAL,MIN,1.0
0021701152,2017-18,DEN,MIL,0.0
0021701015,2017-18,LAL,DEN,0.0
0021700912,2017-18,DEN,LAC,1.0
0021700536,2017-18,DEN,PHI,1.0
0021700462,2017-18,DEN,MIN,1.0
0021700010,2017-18,UTA,DEN,0.0
0021701114,2017-18,GSW,IND,1.0
0021700231,2017-18,PHI,GSW,1.0
0021700117,2017-18,SAS,GSW,1.0
0021700091,2017-18,GSW,DET,1.0
0021700075,2017-18,GSW,WAS,0.0
0021700002,2017-18,GSW,HOU,1.0
0021701132,2017-18,HOU,PHX,0.0
0021700905,2017-18,UTA,HOU,1.0
0021700540,2017-18,HOU,LAL,0.0
0021700475,2017-18,HOU,LAC,1.0
0021700384,2017-18,POR,HOU,1.0
0021700043,2017-18,HOU,MEM,1.0
0021701168,2017-18,LAC,SAS,0.0
0021701146,2017-18,LAC,IND,1.0
0021701097,2017-18,TOR,LAC,1.0
0021700286,2017-18,SAC,LAC,1.0
0021700084,2017-18,LAC,DET,1.0
0021700956,2017-18,LAL,POR,1.0
0021700940,2017-18,SAS,LAL,1.0
0021700076,2017-18,LAL,TOR,1.0
0021700855,2017-18,PHI,MIA,0.0
0021700727,2017-18,MIA,CHA,0.0
0021700710,2017-18,MIA,SAC,1.0
0021700676,2017-18,CHA,MIA,1.0
0021700668,2017-18,BKN,MIA,0.0
0021700531,2017-18,ORL,MIA,1.0
0021700408,2017-18,MIA,POR,1.0
0021700175,2017-18,UTA,MIA,1.0
0021700947,2017-18,MIL,PHI,0.0
0021700518,2017-18,MIL,MIN,0.0
0021700481,2017-18,CHA,MIL,0.0
0021701006,2017-18,WAS,MIN,1.0
0021700434,2017-18,MIN,PHX,1.0
0021700300,2017-18,MIN,WAS,1.0
0021700238,2017-18,MIN,DET,1.0
0021701082,2017-18,TOR,BKN,0.0
0021701067,2017-18,BKN,CHA,1.0
0021701008,2017-18,BKN,TOR,1.0
0021700697,2017-18,OKC,BKN,0.0
0021700482,2017-18,IND,BKN,0.0
0021701022,2017-18,NYK,PHI,1.0
0021700857,2017-18,NYK,WAS,1.0
0021700152,2017-18,NYK,CHA,0.0
0021700142,2017-18,NYK,IND,0.0
0021700030,2017-18,NYK,DET,1.0
0021701058,2017-18,ORL,TOR,1.0
0021700725,2017-18,IND,ORL,0.0
0021700696,2017-18,ORL,SAC,1.0
0021700217,2017-18,IND,DET,0.0
0021700927,2017-18,PHI,CHA,0.0
0021700690,2017-18,MEM,PHI,0.0
0021700520,2017-18,POR,PHI,0.0
0021700467,2017-18,PHI,TOR,1.0
0021700451,2017-18,PHI,SAC,1.0
0021700933,2017-18,PHX,OKC,1.0
0021700889,2017-18,PHX,POR,1.0
0021700789,2017-18,PHX,CHA,1.0
0021700108,2017-18,WAS,PHX,1.0
0021700279,2017-18,WAS,POR,1.0
0021701210,2017-18,SAS,SAC,0.0
0021700596,2017-18,SAC,SAS,1.0
0021700845,2017-18,UTA,SAS,0.0
0021700223,2017-18,SAS,OKC,0.0
0021700382,2017-18,MEM,OKC,1.0
0021700351,2017-18,OKC,UTA,0.0
0021700273,2017-18,OKC,DET,1.0
0021701204,2017-18,DET,TOR,1.0
0021700966,2017-18,DET,TOR,1.0
0021700371,2017-18,MEM,TOR,1.0
0021700096,2017-18,MEM,CHA,1.0
0041700212,2017-18,BOS,PHI,0.0
0041700201,2017-18,TOR,CLE,1.0
0041700133,2017-18,IND,CLE,0.0
0041700317,2017-18,HOU,GSW,1.0
0041700314,2017-18,GSW,HOU,1.0
0041700124,2017-18,MIA,PHI,1.0
0041700175,2017-18,OKC,UTA,0.0
